gender,race,rank,interactions,outcomes,misconducts,violences,primary_cause,total_settlement
M,White,Police Officer as Detective,"",{Other charges filed},"{Threats/intimidation,False arrest or report}",{Physical force},Malicious prosecution,95000.00
M,Black,Police Officer,"",{Other charges filed},"{Threats/intimidation,False arrest or report}",{Physical force},Malicious prosecution,95000.00
M,Hispanic,Police Officer,"","{Died out of custody,Killed by officer}","{Shooting,Excessive force}",{Gun},Excessive force/serious,100000.00
M,Black,Police Officer,"",{Assault or battery to an officer charges},"{Threats/intimidation,Excessive force,False arrest or report}","{Gun,Physical force}",Excessive force/serious,10000.00
F,Black,Sergeant of Police,{Stop and frisk},{Hospitalized},{Excessive force},"{Physical force,Taser}",Excessive force/minor,10000.00
M,White,Police Officer / Field Training Officer,{Stop and frisk},{Hospitalized},{Excessive force},"{Physical force,Taser}",Excessive force/minor,10000.00
M,White,Police Officer,{Stop and frisk},{Hospitalized},{Excessive force},"{Physical force,Taser}",Excessive force/minor,10000.00
M,Hispanic,Police Officer,{Stop and frisk},{Hospitalized},{Excessive force},"{Physical force,Taser}",Excessive force/minor,10000.00
F,White,Sergeant of Police,{Stop and frisk},{Hospitalized},{Excessive force},"{Physical force,Taser}",Excessive force/minor,10000.00
M,White,Police Officer,"","{Other charges filed,Drug charges,Hospitalized}","{Excessive force,False arrest or report}",{Taser},Excessive force/minor,50000.00
M,White,Police Officer,"","{Other charges filed,Drug charges,Hospitalized}","{Excessive force,False arrest or report}",{Taser},Excessive force/minor,50000.00
M,Hispanic,Police Officer,"","","{Destroy/conceal/fabricate evidence,False arrest or report}","",False arrest,50000.00
M,White,Police Officer,"","","{Destroy/conceal/fabricate evidence,False arrest or report}","",False arrest,50000.00
M,Black,Police Officer,"",{Other charges filed},{Excessive force},{Physical force},Excessive force/minor,30000.00
M,Black,Police Officer,"",{Other charges filed},{Excessive force},{Physical force},Excessive force/minor,30000.00
M,White,Police Officer,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Racial epithets,Threats/intimidation,Torture}","",Reversed conviction,950000.00
M,White,Lieutenant of Police,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Racial epithets,Threats/intimidation,Torture}","",Reversed conviction,950000.00
M,White,Captain of Police,"",{Other charges filed},"{Destroy/conceal/fabricate evidence,Forced confession,Legal access denied,Racial epithets,Threats/intimidation,Torture}","",Reversed conviction,950000.00
M,White,Police Officer,{Stop and frisk},"{Hospitalized,Drug charges}","{Excessive force,False arrest or report}",{Physical force},False arrest,6500.00
M,Hispanic,Police Officer,{Stop and frisk},"{Hospitalized,Drug charges}","{Excessive force,False arrest or report}",{Physical force},False arrest,6500.00
M,White,Police Officer / Field Training Officer,"",{Hospitalized},{Excessive force},"{Pepper spray,Physical force}",Excessive force/serious,75000.00
M,Hispanic,Police Officer,"",{Hospitalized},{Excessive force},"{Pepper spray,Physical force}",Excessive force/serious,75000.00
M,White,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,18000.00
F,Hispanic,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,18000.00
M,Hispanic,Police Officer / Field Training Officer,{Traffic stop},"{Hospitalized,Other charges filed,Resisting or obstructing arrest charges}","{Excessive force,False arrest or report}","{Taser,Physical force}",False arrest,20002.00
M,Asian/Pacific,Police Officer,{Traffic stop},"{Hospitalized,Other charges filed,Resisting or obstructing arrest charges}","{Excessive force,False arrest or report}","{Taser,Physical force}",False arrest,20002.00
M,Hispanic,Police Officer,{Traffic stop},"{Hospitalized,Other charges filed,Resisting or obstructing arrest charges}","{Excessive force,False arrest or report}","{Taser,Physical force}",False arrest,20002.00
M,Asian/Pacific,Police Officer,{Traffic stop},"{Hospitalized,Other charges filed,Resisting or obstructing arrest charges}","{Excessive force,False arrest or report}","{Taser,Physical force}",False arrest,20002.00
M,Hispanic,Sergeant of Police,"",{Killed by officer},"{Destroy/conceal/fabricate evidence,False arrest or report}","",Wrongful death,6500000.00
M,White,Police Officer,"",{Killed by officer},"{Destroy/conceal/fabricate evidence,False arrest or report}","",Wrongful death,6500000.00
M,Black,Sergeant of Police,"",{Hospitalized},"{Shooting,Racial epithets,Excessive force}",{Gun},Excessive force/serious,1000.00
M,White,Police Officer,"","","{Damage to property,Excessive force}",{Gun},Excessive force/minor,50000.00
M,Black,Police Officer,"","","{Damage to property,Excessive force}",{Gun},Excessive force/minor,50000.00
M,Black,Police Officer,"",{Other charges filed},{Excessive force},{Physical force},Excessive force/minor,100000.00
M,Black,Police Officer,"",{Other charges filed},{Excessive force},{Physical force},Excessive force/minor,100000.00
M,White,Police Officer,{Home invasion},{Resisting or obstructing arrest charges},"{Racial epithets,Excessive force,False arrest or report}",{Physical force},False arrest,85000.00
M,White,Police Officer,{Home invasion},{Resisting or obstructing arrest charges},"{Racial epithets,Excessive force,False arrest or report}",{Physical force},False arrest,85000.00
M,Hispanic,Police Officer,{Home invasion},{Resisting or obstructing arrest charges},"{Racial epithets,Excessive force,False arrest or report}",{Physical force},False arrest,85000.00
M,White,Sergeant of Police,{Home invasion},"","{Threats/intimidation,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,215000.00
M,White,Police Officer,{Home invasion},"","{Threats/intimidation,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,215000.00
M,White,Lieutenant of Police,{Home invasion},"","{Threats/intimidation,Illegal search/seizure,False arrest or report}",{Gun},Illegal search/seizure,215000.00
M,White,Police Officer as Detective,"","{Hospitalized,Other charges filed}","{Destroy/conceal/fabricate evidence,Forced confession,Torture,False arrest or report}","{Nightstick,Physical force}",Reversed conviction,6150000.00
M,White,"","","{Hospitalized,Other charges filed}","{Destroy/conceal/fabricate evidence,Forced confession,Torture,False arrest or report}","{Nightstick,Physical force}",Reversed conviction,6150000.00
M,Black,Superintendent of Police,"","{Hospitalized,Other charges filed}","{Destroy/conceal/fabricate evidence,Forced confession,Torture,False arrest or report}","{Nightstick,Physical force}",Reversed conviction,6150000.00
M,White,Police Officer as Detective,"","{Hospitalized,Other charges filed}","{Destroy/conceal/fabricate evidence,Forced confession,Torture,False arrest or report}","{Nightstick,Physical force}",Reversed conviction,6150000.00
M,Black,"","","{Hospitalized,Other charges filed}","{Destroy/conceal/fabricate evidence,Forced confession,Torture,False arrest or report}","{Nightstick,Physical force}",Reversed conviction,6150000.00
M,Black,Lieutenant of Police,"","{Assault or battery to an officer charges,Resisting or obstructing arrest charges}","{False arrest or report,Illegal search/seizure,Excessive force}",{Physical force},False arrest,150000.00
M,Hispanic,Police Officer,"","{Assault or battery to an officer charges,Resisting or obstructing arrest charges}","{False arrest or report,Illegal search/seizure,Excessive force}",{Physical force},False arrest,150000.00
M,Hispanic,Police Officer,"","{Assault or battery to an officer charges,Resisting or obstructing arrest charges}","{False arrest or report,Illegal search/seizure,Excessive force}",{Physical force},False arrest,150000.00
M,White,Police Officer,"","{Assault or battery to an officer charges,Resisting or obstructing arrest charges}","{False arrest or report,Illegal search/seizure,Excessive force}",{Physical force},False arrest,150000.00
F,White,Sergeant of Police,"","{Assault or battery to an officer charges,Resisting or obstructing arrest charges}","{False arrest or report,Illegal search/seizure,Excessive force}",{Physical force},False arrest,150000.00
M,Hispanic,Police Officer,"","{Assault or battery to an officer charges,Resisting or obstructing arrest charges}","{False arrest or report,Illegal search/seizure,Excessive force}",{Physical force},False arrest,150000.00
F,Hispanic,Police Officer,"","{Assault or battery to an officer charges,Resisting or obstructing arrest charges}","{False arrest or report,Illegal search/seizure,Excessive force}",{Physical force},False arrest,150000.00
M,White,Police Officer,"","{Assault or battery to an officer charges,Resisting or obstructing arrest charges}","{False arrest or report,Illegal search/seizure,Excessive force}",{Physical force},False arrest,150000.00
M,Hispanic,Police Officer,"","{Assault or battery to an officer charges,Resisting or obstructing arrest charges}","{False arrest or report,Illegal search/seizure,Excessive force}",{Physical force},False arrest,150000.00
M,White,Police Officer,"","{Assault or battery to an officer charges,Resisting or obstructing arrest charges}","{False arrest or report,Illegal search/seizure,Excessive force}",{Physical force},False arrest,150000.00
M,White,Sergeant of Police,"","{Assault or battery to an officer charges,Resisting or obstructing arrest charges}","{False arrest or report,Illegal search/seizure,Excessive force}",{Physical force},False arrest,150000.00
M,Hispanic,Police Officer,{Stop and frisk},"{Other charges filed,Hospitalized}","{False arrest or report,Excessive force,Failure to provide medical care}",{Gun},Excessive force/minor,90000.00
M,Hispanic,Police Officer,{Stop and frisk},"{Other charges filed,Hospitalized}","{False arrest or report,Excessive force,Failure to provide medical care}",{Gun},Excessive force/minor,90000.00
M,Hispanic,Police Officer,"",{Hospitalized},"{Destroy/conceal/fabricate evidence,Excessive force,False arrest or report}",{Physical force},Excessive force,1000.00
M,Hispanic,Police Officer,"",{Hospitalized},"{Destroy/conceal/fabricate evidence,Excessive force,False arrest or report}",{Physical force},Excessive force,1000.00
M,Black,Police Officer,"",{Hospitalized},"{Destroy/conceal/fabricate evidence,Excessive force,False arrest or report}",{Physical force},Excessive force,1000.00
M,White,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,25000.00
F,Black,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,25000.00
M,Black,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,25000.00
M,Black,Police Officer,"",{Other charges filed},{False arrest or report},"",False arrest,25000.00
M,White,Police Officer,{Home invasion},"{Weapons charges,Drug charges}","{Threats/intimidation,False arrest or report}","",False arrest,60000.00
M,White,Police Officer,{Home invasion},"{Weapons charges,Drug charges}","{Threats/intimidation,False arrest or report}","",False arrest,60000.00
M,Hispanic,Police Officer,{Home invasion},"{Weapons charges,Drug charges}","{Threats/intimidation,False arrest or report}","",False arrest,60000.00
M,White,Sergeant of Police,{Home invasion},"{Weapons charges,Drug charges}","{Threats/intimidation,False arrest or report}","",False arrest,60000.00
M,White,Sergeant of Police,{Home invasion},"{Weapons charges,Drug charges}","{Threats/intimidation,False arrest or report}","",False arrest,60000.00
M,White,Police Officer as Detective,{Home invasion},"{Weapons charges,Drug charges}","{Threats/intimidation,False arrest or report}","",False arrest,60000.00
M,White,Sergeant of Police,"","{Hospitalized,Resisting or obstructing arrest charges}",{Excessive force},"{Gun,Physical force}",Excessive force/minor,30000.00
M,White,Police Officer,"","{Hospitalized,Resisting or obstructing arrest charges}",{Excessive force},"{Gun,Physical force}",Excessive force/minor,30000.00
M,White,Police Officer,"","{Hospitalized,Resisting or obstructing arrest charges}",{Excessive force},"{Gun,Physical force}",Excessive force/minor,30000.00
M,White,Police Officer,"","{Hospitalized,Resisting or obstructing arrest charges}",{Excessive force},"{Gun,Physical force}",Excessive force/minor,30000.00
